rank,sample_id,timestamp,risk_score,prediction,label,suggested_features,evidence_scope,model,limitation
13,secom_1539,2008-10-15 19:24:00,0.18167769344568865,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
14,secom_1519,2008-10-15 02:42:00,0.17957764080136865,0,1,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
15,secom_1364,2008-10-06 13:55:00,0.17418738378418105,0,1,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
16,secom_1236,2008-10-02 08:52:00,0.17383118142469678,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
17,secom_1248,2008-10-02 16:58:00,0.17359434765871698,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
18,secom_1467,2008-10-12 01:50:00,0.1735017487236476,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
19,secom_1503,2008-10-14 14:43:00,0.17329746273753707,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
20,secom_1327,2008-10-05 16:37:00,0.17221500473484844,0,1,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
21,secom_1254,2008-10-02 21:32:00,0.17181503887971397,0,1,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
22,secom_1547,2008-10-16 02:17:00,0.17174756799345117,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
23,secom_1333,2008-10-05 20:30:00,0.17060477912803265,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
24,secom_1425,2008-10-08 15:37:00,0.169064906815193,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
25,secom_1304,2008-10-05 00:33:00,0.16861727939708515,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
26,secom_1307,2008-10-05 04:20:00,0.16745105566593788,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
27,secom_1289,2008-10-04 04:12:00,0.16676037651580622,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
28,secom_1344,2008-10-06 04:26:00,0.1666857623128358,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
29,secom_1228,2008-10-02 03:27:00,0.16617268739621346,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
30,secom_1276,2008-10-03 20:11:00,0.16458704357964554,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
31,secom_1256,2008-10-02 22:23:00,0.1616540370702841,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
32,secom_1410,2008-10-07 20:48:00,0.16117810114469375,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
33,secom_1311,2008-10-05 06:15:00,0.1609733503040655,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
34,secom_1396,2008-10-07 11:15:00,0.1603318612530078,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
35,secom_1427,2008-10-08 17:14:00,0.1601071278345249,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
36,secom_1257,2008-10-02 22:33:00,0.15873452074533798,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
37,secom_1523,2008-10-15 05:16:00,0.1579644377485075,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
38,secom_1404,2008-10-07 17:06:00,0.15553723329008473,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
39,secom_1482,2008-10-13 15:42:00,0.15493538015624667,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
40,secom_1340,2008-10-06 02:49:00,0.15462259247461071,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
41,secom_1177,2008-09-29 14:03:00,0.1540665118420369,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
42,secom_1542,2008-10-15 22:54:00,0.153939562968309,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
43,secom_1494,2008-10-13 22:54:00,0.15380222235661908,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
44,secom_1385,2008-10-07 03:39:00,0.15337270025835187,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
45,secom_1348,2008-10-06 06:26:00,0.15243093538959532,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
46,secom_1368,2008-10-06 16:42:00,0.15171784035327224,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
47,secom_1261,2008-10-03 00:55:00,0.15166561495949804,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
48,secom_1225,2008-10-02 00:21:00,0.15129409263678448,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
49,secom_1361,2008-10-06 12:42:00,0.15044331394357166,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
50,secom_1336,2008-10-06 01:25:00,0.15016939568393825,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
51,secom_1187,2008-09-30 01:33:00,0.14959246282593464,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
52,secom_1196,2008-09-30 14:36:00,0.14906396745488576,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
53,secom_1219,2008-10-01 16:43:00,0.14740057745102658,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
54,secom_1337,2008-10-06 01:27:00,0.14721126018827643,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
55,secom_1238,2008-10-02 09:10:00,0.14669049746431165,0,1,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
56,secom_1278,2008-10-03 20:35:00,0.146654899602531,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
57,secom_1435,2008-10-08 23:13:00,0.14621815319927622,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
58,secom_1346,2008-10-06 05:24:00,0.14565441765259737,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
59,secom_1244,2008-10-02 15:10:00,0.14547324446891802,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
60,secom_1453,2008-10-10 21:07:00,0.14506548133393235,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
61,secom_1436,2008-10-08 23:50:00,0.14500859309969222,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
62,secom_1390,2008-10-07 09:11:00,0.14448328395430898,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
63,secom_1496,2008-10-14 03:21:00,0.14377293614569242,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
64,secom_1412,2008-10-08 05:35:00,0.14354564553860477,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
65,secom_1464,2008-10-11 23:16:00,0.1432671998085454,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
66,secom_1426,2008-10-08 16:26:00,0.14286326985525843,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
67,secom_1293,2008-10-04 16:58:00,0.14223162162666808,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
68,secom_1330,2008-10-05 18:59:00,0.14215516058632796,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
69,secom_1560,2008-10-16 05:58:00,0.1411263408273074,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
70,secom_1328,2008-10-05 16:49:00,0.14077653901307263,0,1,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
71,secom_1455,2008-10-11 02:55:00,0.1407649758902095,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
72,secom_1263,2008-10-03 03:52:00,0.14066220293563095,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
73,secom_1217,2008-10-01 14:22:00,0.1402527068167014,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
74,secom_1360,2008-10-06 12:39:00,0.13953302496288023,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
75,secom_1298,2008-10-04 19:47:00,0.13906416983109707,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
76,secom_1190,2008-09-30 04:01:00,0.13901440896632192,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
77,secom_1401,2008-10-07 13:48:00,0.13897734471017967,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
78,secom_1558,2008-10-16 05:13:00,0.13888027523503357,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
79,secom_1398,2008-10-07 11:36:00,0.13875819903767375,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
80,secom_1485,2008-10-13 19:36:00,0.13856392723702637,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
81,secom_1511,2008-10-15 00:03:00,0.13851854624076515,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
82,secom_1512,2008-10-15 00:27:00,0.13778983624580876,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
83,secom_1245,2008-10-02 15:44:00,0.1377244636434143,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
84,secom_1240,2008-10-02 10:03:00,0.13749562787946207,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
85,secom_1273,2008-10-03 18:45:00,0.13693702660770102,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
86,secom_1260,2008-10-03 00:24:00,0.13668962752115357,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
87,secom_1469,2008-10-12 03:21:00,0.13665279000911354,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
88,secom_1422,2008-10-08 13:35:00,0.13634585617166897,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
89,secom_1255,2008-10-02 21:33:00,0.13605019641284674,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
90,secom_1461,2008-10-11 14:43:00,0.13581899941119602,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
91,secom_1353,2008-10-06 07:38:00,0.1355814663715088,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
92,secom_1540,2008-10-15 21:44:00,0.13541808821761145,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
93,secom_1253,2008-10-02 20:54:00,0.13526545859260683,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
94,secom_1312,2008-10-05 08:02:00,0.13491468527890305,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
95,secom_1281,2008-10-03 21:52:00,0.13465401026730292,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
96,secom_1359,2008-10-06 11:51:00,0.13464205496352577,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
97,secom_1334,2008-10-05 22:13:00,0.1337593066681348,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
98,secom_1199,2008-09-30 16:13:00,0.13360887136593255,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
99,secom_1557,2008-10-16 05:08:00,0.13352768211027402,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
100,secom_1490,2008-10-13 21:20:00,0.1333402610386135,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
101,secom_1417,2008-10-08 07:16:00,0.1333216092380894,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
102,secom_1316,2008-10-05 10:00:00,0.13324674343521684,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
103,secom_1205,2008-09-30 21:42:00,0.13268125411915063,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
104,secom_1242,2008-10-02 14:10:00,0.1326075268971619,0,1,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
105,secom_1356,2008-10-06 09:11:00,0.1325085385969836,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
106,secom_1421,2008-10-08 12:11:00,0.13225199059485562,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
107,secom_1375,2008-10-06 19:42:00,0.1321477558250282,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
108,secom_1378,2008-10-06 20:47:00,0.13187251828770125,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
109,secom_1406,2008-10-07 18:39:00,0.1318377488639679,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
110,secom_1399,2008-10-07 12:40:00,0.13166707311992992,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
111,secom_1246,2008-10-02 15:58:00,0.13159395435980537,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
112,secom_1184,2008-09-29 21:26:00,0.13149996857091556,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
113,secom_1374,2008-10-06 18:55:00,0.13133959471675555,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
114,secom_1379,2008-10-06 21:46:00,0.1306453477428019,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
115,secom_1424,2008-10-08 14:48:00,0.13060194791040441,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
116,secom_1472,2008-10-12 18:47:00,0.130335134438463,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
117,secom_1543,2008-10-15 23:00:00,0.13032484110750833,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
118,secom_1487,2008-10-13 20:10:00,0.13023828874917395,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
119,secom_1299,2008-10-04 19:54:00,0.1294205664256442,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
120,secom_1479,2008-10-13 14:30:00,0.12917657044712022,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
121,secom_1553,2008-10-16 04:04:00,0.12903927373760532,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
122,secom_1527,2008-10-15 08:21:00,0.12849882249140146,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
123,secom_1283,2008-10-03 22:53:00,0.12820174901039494,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
124,secom_1324,2008-10-05 15:30:00,0.12810899439533557,0,1,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
125,secom_1296,2008-10-04 18:59:00,0.1278192763235125,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
126,secom_1183,2008-09-29 17:21:00,0.1275672862180092,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
127,secom_1470,2008-10-12 03:28:00,0.1269249208299342,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
128,secom_1514,2008-10-15 01:52:00,0.12666751443564098,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
129,secom_1497,2008-10-14 03:28:00,0.12604671235513173,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
130,secom_1544,2008-10-15 23:45:00,0.12591100901987473,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
