sample_id,timestamp,label
secom_0057,2008-07-30 12:29:00,1
secom_0058,2008-07-30 21:16:00,1
secom_0059,2008-07-31 13:57:00,0
secom_0060,2008-07-31 15:36:00,0
secom_0061,2008-07-31 17:07:00,0
secom_0062,2008-07-31 20:18:00,1
secom_0063,2008-08-01 02:02:00,0
secom_0064,2008-08-01 05:52:00,1
secom_0065,2008-08-01 10:20:00,0
secom_0066,2008-08-01 10:26:00,0
secom_0067,2008-08-01 11:28:00,0
secom_0068,2008-08-01 12:29:00,0
secom_0069,2008-08-01 14:07:00,0
secom_0070,2008-08-01 15:10:00,0
secom_0071,2008-08-02 03:39:00,0
secom_0072,2008-08-03 13:09:00,0
secom_0073,2008-08-03 14:06:00,0
secom_0074,2008-08-03 14:25:00,0
secom_0075,2008-08-03 15:03:00,0
secom_0076,2008-08-03 15:27:00,0
secom_0077,2008-08-03 16:00:00,0
secom_0078,2008-08-03 17:00:00,0
secom_0079,2008-08-03 17:58:00,0
secom_0080,2008-08-03 20:23:00,0
secom_0081,2008-08-03 22:52:00,0
secom_0082,2008-08-04 00:39:00,1
secom_0083,2008-08-04 03:45:00,0
secom_0084,2008-08-04 03:49:00,0
secom_0085,2008-08-04 13:19:00,0
secom_0086,2008-08-04 14:04:00,0
secom_0087,2008-08-04 14:31:00,0
secom_0088,2008-08-04 15:29:00,0
secom_0089,2008-08-04 16:15:00,0
secom_0090,2008-08-04 16:31:00,0
secom_0091,2008-08-04 17:11:00,0
secom_0092,2008-08-04 17:46:00,0
secom_0093,2008-08-04 18:24:00,0
secom_0094,2008-08-04 19:58:00,0
secom_0095,2008-08-04 20:32:00,0
secom_0096,2008-08-04 20:58:00,1
secom_0097,2008-08-04 21:43:00,0
secom_0098,2008-08-04 22:51:00,0
secom_0099,2008-08-04 23:33:00,0
secom_0100,2008-08-05 00:04:00,0
secom_0101,2008-08-05 01:12:00,0
secom_0102,2008-08-05 02:15:00,0
secom_0103,2008-08-05 02:36:00,0
secom_0104,2008-08-05 02:45:00,0
secom_0105,2008-08-05 03:17:00,0
secom_0106,2008-08-05 03:36:00,0
secom_0107,2008-08-05 03:54:00,0
secom_0108,2008-08-05 04:32:00,0
secom_0109,2008-08-05 04:35:00,0
secom_0110,2008-08-05 05:11:00,0
secom_0111,2008-08-05 06:10:00,0
secom_0112,2008-08-05 06:11:00,0
secom_0113,2008-08-05 06:21:00,0
secom_0114,2008-08-05 07:12:00,0
secom_0115,2008-08-05 07:12:00,1
secom_0116,2008-08-05 07:48:00,0
secom_0117,2008-08-05 08:50:00,0
secom_0118,2008-08-05 09:48:00,0
secom_0119,2008-08-05 14:17:00,0
secom_0120,2008-08-05 14:45:00,0
secom_0121,2008-08-05 15:45:00,0
secom_0122,2008-08-05 20:04:00,0
secom_0123,2008-08-05 21:07:00,0
secom_0124,2008-08-05 21:22:00,0
secom_0125,2008-08-05 23:02:00,0
secom_0126,2008-08-05 23:06:00,0
secom_0127,2008-08-05 23:38:00,0
secom_0128,2008-08-06 00:04:00,0
secom_0129,2008-08-06 02:20:00,0
secom_0130,2008-08-06 03:22:00,0
secom_0131,2008-08-06 05:40:00,1
secom_0132,2008-08-06 09:56:00,0
secom_0133,2008-08-06 09:57:00,0
secom_0134,2008-08-06 12:33:00,0
secom_0135,2008-08-06 13:35:00,0
secom_0136,2008-08-06 17:35:00,0
secom_0137,2008-08-06 18:00:00,0
secom_0138,2008-08-06 18:34:00,0
secom_0139,2008-08-06 19:13:00,0
secom_0140,2008-08-06 19:24:00,0
secom_0141,2008-08-06 20:00:00,0
secom_0142,2008-08-06 20:17:00,0
secom_0143,2008-08-06 21:15:00,0
secom_0144,2008-08-06 22:27:00,0
secom_0145,2008-08-06 23:40:00,0
secom_0146,2008-08-06 23:45:00,0
secom_0147,2008-08-07 00:51:00,0
secom_0148,2008-08-07 07:30:00,0
secom_0149,2008-08-07 08:21:00,0
secom_0150,2008-08-07 08:45:00,0
secom_0151,2008-08-07 08:55:00,0
secom_0152,2008-08-07 10:12:00,0
secom_0153,2008-08-07 11:10:00,0
secom_0154,2008-08-07 11:40:00,1
secom_0155,2008-08-08 04:55:00,0
secom_0156,2008-08-08 07:26:00,0
secom_0157,2008-08-08 08:44:00,1
secom_0158,2008-08-08 12:37:00,1
secom_0159,2008-08-08 20:21:00,0
secom_0160,2008-08-08 21:22:00,0
secom_0161,2008-08-08 21:53:00,0
secom_0162,2008-08-08 22:06:00,0
secom_0163,2008-08-08 22:25:00,0
secom_0164,2008-08-09 02:15:00,0
secom_0165,2008-08-09 02:37:00,0
secom_0166,2008-08-09 06:05:00,0
secom_0167,2008-08-09 09:16:00,1
secom_0168,2008-08-09 09:22:00,0
secom_0169,2008-08-09 11:42:00,1
secom_0170,2008-08-09 17:34:00,0
secom_0171,2008-08-09 19:03:00,0
secom_0172,2008-08-09 20:04:00,0
secom_0173,2008-08-09 21:07:00,0
secom_0174,2008-08-09 22:15:00,0
secom_0175,2008-08-09 22:37:00,0
secom_0176,2008-08-09 23:17:00,0
secom_0177,2008-08-09 23:34:00,0
secom_0178,2008-08-10 00:09:00,0
secom_0179,2008-08-10 00:46:00,0
secom_0180,2008-08-10 06:00:00,1
secom_0181,2008-08-10 06:41:00,0
secom_0182,2008-08-10 07:01:00,1
secom_0183,2008-08-10 11:16:00,0
secom_0184,2008-08-10 11:49:00,0
secom_0185,2008-08-10 12:22:00,0
secom_0186,2008-08-10 15:59:00,1
secom_0187,2008-08-10 19:07:00,0
secom_0188,2008-08-10 20:07:00,1
secom_0189,2008-08-10 22:26:00,1
secom_0190,2008-08-11 03:06:00,0
secom_0191,2008-08-11 04:09:00,0
secom_0192,2008-08-11 05:15:00,0
secom_0193,2008-08-11 11:35:00,0
secom_0194,2008-08-11 12:38:00,0
secom_0195,2008-08-12 04:23:00,0
secom_0196,2008-08-12 06:16:00,0
secom_0197,2008-08-12 10:54:00,0
secom_0198,2008-08-12 11:29:00,0
secom_0199,2008-08-12 12:04:00,0
secom_0200,2008-08-13 02:48:00,0
secom_0201,2008-08-15 03:26:00,0
secom_0202,2008-08-15 04:14:00,0
secom_0203,2008-08-15 05:13:00,0
secom_0204,2008-08-15 09:38:00,0
secom_0205,2008-08-15 10:14:00,0
secom_0206,2008-08-15 11:42:00,0
secom_0207,2008-08-15 18:19:00,0
secom_0208,2008-08-15 19:19:00,0
secom_0209,2008-08-15 20:00:00,0
secom_0210,2008-08-15 20:03:00,0
secom_0211,2008-08-15 23:31:00,0
secom_0212,2008-08-16 02:21:00,0
secom_0213,2008-08-16 05:47:00,0
secom_0214,2008-08-16 06:52:00,0
secom_0215,2008-08-16 07:33:00,0
secom_0216,2008-08-16 08:39:00,0
secom_0217,2008-08-16 08:41:00,0
secom_0218,2008-08-16 09:44:00,1
secom_0219,2008-08-16 13:51:00,0
secom_0220,2008-08-16 14:30:00,0
secom_0221,2008-08-16 15:16:00,0
secom_0222,2008-08-16 15:19:00,1
secom_0223,2008-08-16 23:48:00,0
secom_0224,2008-08-17 00:52:00,0
secom_0225,2008-08-17 01:53:00,0
secom_0226,2008-08-17 03:17:00,0
secom_0227,2008-08-17 03:18:00,0
secom_0228,2008-08-17 03:46:00,0
secom_0229,2008-08-17 04:19:00,0
secom_0230,2008-08-17 05:21:00,0
secom_0231,2008-08-17 12:16:00,1
secom_0232,2008-08-17 13:34:00,0
secom_0233,2008-08-17 14:21:00,0
secom_0234,2008-08-17 15:25:00,0
secom_0235,2008-08-17 21:26:00,1
secom_0236,2008-08-17 22:03:00,1
secom_0237,2008-08-17 22:21:00,0
secom_0238,2008-08-17 23:04:00,1
secom_0239,2008-08-17 23:20:00,0
secom_0240,2008-08-17 23:55:00,1
secom_0241,2008-08-18 00:02:00,1
secom_0242,2008-08-18 00:20:00,0
secom_0243,2008-08-18 01:23:00,1
secom_0244,2008-08-18 04:01:00,1
secom_0245,2008-08-18 04:12:00,0
secom_0246,2008-08-18 04:35:00,0
secom_0247,2008-08-18 05:03:00,0
secom_0248,2008-08-18 05:25:00,0
secom_0249,2008-08-18 06:07:00,0
secom_0250,2008-08-18 06:11:00,0
secom_0251,2008-08-18 06:26:00,0
secom_0252,2008-08-18 07:11:00,0
secom_0253,2008-08-18 07:23:00,0
secom_0254,2008-08-18 07:29:00,0
secom_0255,2008-08-18 08:18:00,0
secom_0256,2008-08-18 08:31:00,0
secom_0257,2008-08-18 10:13:00,0
secom_0258,2008-08-18 11:04:00,0
secom_0259,2008-08-18 12:00:00,0
secom_0260,2008-08-18 12:06:00,0
secom_0261,2008-08-18 12:22:00,0
secom_0262,2008-08-18 12:49:00,0
secom_0263,2008-08-18 13:07:00,0
secom_0264,2008-08-18 14:01:00,0
secom_0265,2008-08-18 14:04:00,0
secom_0266,2008-08-18 14:45:00,0
secom_0267,2008-08-18 15:00:00,0
secom_0268,2008-08-18 15:26:00,0
secom_0269,2008-08-18 15:30:00,0
secom_0270,2008-08-18 15:33:00,0
secom_0271,2008-08-18 15:41:00,0
secom_0272,2008-08-18 16:19:00,0
secom_0273,2008-08-18 17:13:00,1
secom_0274,2008-08-18 17:16:00,0
secom_0275,2008-08-18 17:37:00,0
secom_0276,2008-08-18 19:24:00,0
secom_0277,2008-08-18 19:54:00,1
secom_0278,2008-08-18 23:00:00,0
secom_0279,2008-08-18 23:03:00,0
secom_0280,2008-08-18 23:47:00,0
secom_0281,2008-08-19 01:10:00,0
secom_0282,2008-08-19 03:59:00,1
secom_0283,2008-08-19 04:58:00,0
secom_0284,2008-08-19 05:09:00,0
secom_0285,2008-08-19 05:11:00,0
secom_0286,2008-08-19 05:11:00,0
secom_0287,2008-08-19 05:40:00,0
secom_0288,2008-08-19 05:41:00,0
secom_0289,2008-08-19 05:53:00,0
secom_0290,2008-08-19 05:54:00,0
secom_0291,2008-08-19 05:56:00,1
secom_0292,2008-08-19 06:24:00,0
secom_0293,2008-08-19 07:43:00,0
secom_0294,2008-08-19 07:58:00,1
secom_0295,2008-08-19 08:01:00,0
secom_0296,2008-08-19 08:07:00,0
secom_0297,2008-08-19 08:33:00,0
secom_0298,2008-08-19 09:04:00,0
secom_0299,2008-08-19 09:05:00,0
secom_0300,2008-08-19 10:46:00,0
secom_0301,2008-08-19 11:11:00,0
secom_0302,2008-08-19 11:13:00,0
secom_0303,2008-08-19 11:13:00,0
secom_0304,2008-08-19 11:28:00,0
secom_0305,2008-08-19 11:44:00,0
secom_0306,2008-08-19 11:46:00,0
secom_0307,2008-08-19 11:57:00,0
secom_0308,2008-08-19 11:58:00,0
secom_0309,2008-08-19 12:30:00,0
secom_0310,2008-08-19 15:33:00,0
secom_0311,2008-08-19 18:12:00,0
secom_0312,2008-08-19 18:12:00,0
secom_0313,2008-08-19 18:30:00,0
secom_0314,2008-08-19 18:30:00,0
secom_0315,2008-08-19 19:38:00,0
secom_0316,2008-08-19 20:53:00,0
secom_0317,2008-08-20 00:05:00,0
secom_0318,2008-08-20 01:33:00,0
secom_0319,2008-08-20 01:42:00,0
secom_0320,2008-08-20 02:13:00,0
secom_0321,2008-08-20 02:27:00,1
secom_0322,2008-08-20 03:00:00,0
secom_0323,2008-08-20 03:12:00,1
secom_0324,2008-08-20 06:36:00,0
secom_0325,2008-08-20 07:12:00,0
secom_0326,2008-08-20 08:40:00,1
secom_0327,2008-08-20 09:17:00,1
secom_0328,2008-08-20 10:26:00,0
secom_0329,2008-08-20 16:08:00,0
secom_0330,2008-08-20 16:16:00,0
secom_0331,2008-08-20 17:09:00,0
secom_0332,2008-08-20 17:35:00,0
secom_0333,2008-08-20 17:36:00,0
secom_0334,2008-08-20 18:29:00,0
secom_0335,2008-08-20 18:35:00,0
secom_0336,2008-08-20 19:20:00,1
secom_0337,2008-08-20 20:19:00,0
secom_0338,2008-08-20 21:33:00,0
secom_0339,2008-08-20 21:41:00,0
secom_0340,2008-08-20 21:58:00,0
secom_0341,2008-08-20 22:13:00,0
secom_0342,2008-08-20 22:45:00,0
secom_0343,2008-08-20 23:18:00,0
secom_0344,2008-08-20 23:43:00,1
secom_0345,2008-08-21 02:11:00,0
secom_0346,2008-08-21 02:46:00,0
secom_0347,2008-08-21 04:22:00,0
secom_0348,2008-08-21 04:29:00,0
secom_0349,2008-08-21 05:06:00,0
secom_0350,2008-08-21 05:15:00,0
secom_0351,2008-08-21 06:10:00,1
secom_0352,2008-08-21 11:22:00,0
secom_0353,2008-08-21 12:00:00,0
secom_0354,2008-08-21 12:31:00,0
secom_0355,2008-08-21 12:33:00,0
secom_0356,2008-08-21 12:43:00,0
secom_0357,2008-08-21 12:52:00,0
secom_0358,2008-08-21 13:11:00,0
secom_0359,2008-08-21 13:19:00,0
secom_0360,2008-08-21 13:29:00,0
secom_0361,2008-08-21 13:45:00,0
secom_0362,2008-08-21 14:47:00,0
secom_0363,2008-08-21 15:05:00,0
secom_0364,2008-08-21 15:06:00,0
secom_0365,2008-08-21 15:32:00,0
secom_0366,2008-08-21 15:48:00,0
secom_0367,2008-08-21 15:50:00,0
secom_0368,2008-08-21 16:19:00,1
secom_0369,2008-08-21 16:36:00,0
secom_0370,2008-08-21 17:25:00,0
secom_0371,2008-08-21 17:44:00,0
secom_0372,2008-08-21 18:04:00,0
secom_0373,2008-08-21 18:05:00,1
secom_0374,2008-08-21 18:39:00,0
secom_0375,2008-08-21 18:53:00,0
secom_0376,2008-08-21 19:12:00,0
secom_0377,2008-08-21 19:12:00,0
secom_0378,2008-08-21 19:46:00,0
secom_0379,2008-08-21 20:19:00,0
secom_0380,2008-08-21 20:21:00,0
secom_0381,2008-08-21 20:37:00,0
secom_0382,2008-08-21 21:32:00,0
secom_0383,2008-08-21 22:25:00,0
secom_0384,2008-08-21 22:41:00,0
secom_0385,2008-08-21 23:08:00,0
secom_0386,2008-08-21 23:27:00,0
secom_0387,2008-08-21 23:53:00,0
secom_0388,2008-08-21 23:57:00,0
secom_0389,2008-08-22 00:43:00,0
secom_0390,2008-08-22 00:44:00,0
secom_0391,2008-08-22 00:47:00,0
secom_0392,2008-08-22 01:04:00,1
secom_0393,2008-08-22 01:26:00,0
secom_0394,2008-08-22 01:27:00,0
secom_0395,2008-08-22 01:54:00,0
secom_0396,2008-08-22 02:01:00,0
secom_0397,2008-08-22 02:25:00,0
secom_0398,2008-08-22 02:52:00,0
secom_0399,2008-08-22 03:18:00,0
secom_0400,2008-08-22 03:58:00,0
secom_0401,2008-08-22 04:40:00,0
secom_0402,2008-08-22 04:57:00,0
secom_0403,2008-08-22 05:21:00,0
secom_0404,2008-08-22 05:31:00,0
secom_0405,2008-08-22 05:32:00,0
secom_0406,2008-08-22 06:00:00,1
secom_0407,2008-08-22 07:04:00,0
secom_0408,2008-08-22 07:17:00,0
secom_0409,2008-08-22 07:27:00,0
secom_0410,2008-08-22 09:29:00,0
secom_0411,2008-08-22 09:29:00,0
secom_0412,2008-08-22 10:01:00,0
secom_0413,2008-08-22 10:18:00,0
secom_0414,2008-08-22 10:47:00,0
secom_0415,2008-08-22 11:32:00,0
secom_0416,2008-08-22 12:13:00,0
secom_0417,2008-08-22 12:37:00,0
secom_0418,2008-08-22 12:42:00,0
secom_0419,2008-08-22 13:22:00,0
secom_0420,2008-08-22 14:45:00,0
secom_0421,2008-08-22 15:25:00,0
secom_0422,2008-08-22 15:39:00,0
secom_0423,2008-08-22 15:54:00,0
secom_0424,2008-08-22 19:14:00,1
secom_0425,2008-08-22 23:46:00,0
secom_0426,2008-08-22 23:47:00,0
secom_0427,2008-08-22 23:49:00,0
secom_0428,2008-08-22 23:56:00,0
secom_0429,2008-08-23 02:04:00,0
secom_0430,2008-08-23 03:26:00,0
secom_0431,2008-08-23 04:50:00,0
secom_0432,2008-08-23 04:52:00,0
secom_0433,2008-08-23 05:57:00,0
secom_0434,2008-08-23 05:57:00,0
secom_0435,2008-08-23 05:58:00,0
secom_0436,2008-08-23 05:58:00,0
secom_0437,2008-08-23 09:24:00,0
secom_0438,2008-08-23 12:58:00,0
secom_0439,2008-08-23 13:02:00,0
secom_0440,2008-08-23 15:10:00,0
secom_0441,2008-08-23 15:29:00,1
secom_0442,2008-08-24 02:32:00,0
secom_0443,2008-08-24 04:00:00,0
secom_0444,2008-08-24 07:12:00,0
secom_0445,2008-08-24 07:14:00,0
secom_0446,2008-08-24 10:09:00,0
secom_0447,2008-08-24 10:14:00,0
secom_0448,2008-08-24 13:03:00,1
secom_0449,2008-08-25 09:29:00,0
secom_0450,2008-08-27 00:46:00,0
secom_0451,2008-08-27 11:38:00,0
secom_0452,2008-08-27 12:22:00,0
secom_0453,2008-08-27 13:35:00,0
secom_0454,2008-08-27 14:18:00,0
secom_0455,2008-08-27 17:14:00,0
secom_0456,2008-08-27 22:48:00,0
secom_0457,2008-08-27 22:58:00,0
secom_0458,2008-08-28 03:03:00,0
secom_0459,2008-08-28 03:04:00,0
secom_0460,2008-08-28 03:29:00,0
secom_0461,2008-08-28 03:38:00,0
secom_0462,2008-08-28 03:45:00,0
secom_0463,2008-08-28 04:10:00,0
secom_0464,2008-08-28 04:20:00,0
secom_0465,2008-08-28 04:54:00,0
secom_0466,2008-08-28 05:00:00,0
secom_0467,2008-08-28 06:15:00,0
secom_0468,2008-08-28 06:39:00,0
secom_0469,2008-08-28 06:56:00,0
secom_0470,2008-08-28 07:40:00,0
secom_0471,2008-08-28 07:51:00,0
secom_0472,2008-08-28 08:41:00,0
secom_0473,2008-08-28 09:46:00,0
secom_0474,2008-08-28 09:49:00,0
secom_0475,2008-08-28 10:15:00,0
secom_0476,2008-08-28 10:28:00,0
secom_0477,2008-08-28 10:32:00,0
secom_0478,2008-08-28 11:19:00,0
secom_0479,2008-08-28 12:44:00,0
secom_0480,2008-08-28 14:48:00,0
secom_0481,2008-08-28 15:19:00,0
secom_0482,2008-08-28 16:01:00,0
secom_0483,2008-08-28 16:43:00,0
secom_0484,2008-08-28 16:52:00,0
secom_0485,2008-08-28 17:21:00,0
secom_0486,2008-08-28 17:27:00,0
secom_0487,2008-08-28 17:32:00,0
secom_0488,2008-08-28 18:05:00,0
secom_0489,2008-08-28 18:10:00,0
secom_0490,2008-08-28 18:15:00,0
secom_0491,2008-08-28 18:25:00,0
secom_0492,2008-08-28 18:47:00,0
secom_0493,2008-08-28 18:57:00,0
secom_0494,2008-08-28 20:20:00,0
secom_0495,2008-08-28 20:39:00,1
secom_0496,2008-08-28 21:03:00,0
secom_0497,2008-08-28 21:52:00,0
secom_0498,2008-08-28 22:57:00,0
secom_0499,2008-08-28 23:40:00,0
secom_0500,2008-08-28 23:42:00,0
secom_0501,2008-08-29 00:49:00,0
secom_0502,2008-08-29 01:06:00,0
secom_0503,2008-08-29 02:38:00,0
secom_0504,2008-08-29 02:39:00,0
secom_0505,2008-08-29 03:27:00,0
secom_0506,2008-08-29 03:33:00,0
secom_0507,2008-08-29 03:46:00,0
secom_0508,2008-08-29 04:55:00,1
secom_0509,2008-08-29 04:56:00,0
secom_0510,2008-08-29 05:16:00,0
secom_0511,2008-08-29 05:54:00,0
secom_0512,2008-08-29 05:54:00,0
secom_0513,2008-08-29 05:57:00,0
secom_0514,2008-08-29 05:57:00,0
secom_0515,2008-08-29 06:35:00,0
secom_0516,2008-08-29 06:37:00,0
secom_0517,2008-08-29 06:40:00,0
secom_0518,2008-08-29 06:45:00,1
secom_0519,2008-08-29 06:54:00,0
secom_0520,2008-08-29 07:18:00,0
secom_0521,2008-08-29 07:22:00,0
secom_0522,2008-08-29 07:24:00,0
secom_0523,2008-08-29 07:33:00,0
secom_0524,2008-08-29 07:33:00,0
secom_0525,2008-08-29 08:10:00,0
secom_0526,2008-08-29 08:20:00,0
secom_0527,2008-08-29 08:41:00,0
secom_0528,2008-08-29 08:45:00,0
secom_0529,2008-08-29 12:21:00,0
secom_0530,2008-08-29 12:22:00,0
secom_0531,2008-08-29 12:37:00,0
secom_0532,2008-08-29 13:04:00,0
secom_0533,2008-08-29 13:14:00,0
secom_0534,2008-08-29 13:27:00,0
secom_0535,2008-08-29 13:49:00,0
secom_0536,2008-08-29 14:11:00,0
secom_0537,2008-08-29 14:18:00,0
secom_0538,2008-08-29 14:30:00,0
secom_0539,2008-08-29 15:01:00,0
secom_0540,2008-08-29 15:43:00,0
secom_0541,2008-08-29 16:26:00,0
secom_0542,2008-08-29 20:21:00,0
secom_0543,2008-08-29 20:49:00,0
secom_0544,2008-08-29 21:25:00,0
secom_0545,2008-08-29 21:46:00,0
secom_0546,2008-08-29 21:54:00,0
secom_0547,2008-08-29 22:11:00,0
secom_0548,2008-08-29 22:45:00,0
secom_0549,2008-08-29 22:49:00,0
secom_0550,2008-08-29 22:56:00,0
secom_0551,2008-08-30 00:01:00,0
secom_0552,2008-08-30 00:05:00,0
secom_0553,2008-08-30 00:57:00,0
secom_0554,2008-08-30 01:29:00,0
secom_0555,2008-08-30 02:08:00,0
secom_0556,2008-08-30 02:22:00,0
secom_0557,2008-08-30 02:32:00,0
secom_0558,2008-08-30 02:39:00,0
secom_0559,2008-08-30 02:50:00,0
secom_0560,2008-08-30 03:10:00,0
secom_0561,2008-08-30 04:20:00,0
secom_0562,2008-08-30 04:24:00,0
secom_0563,2008-08-30 04:55:00,0
secom_0564,2008-08-30 05:05:00,0
secom_0565,2008-08-30 05:05:00,0
secom_0566,2008-08-30 05:38:00,0
secom_0567,2008-08-30 05:51:00,0
secom_0568,2008-08-30 07:50:00,0
secom_0569,2008-08-30 07:54:00,0
secom_0570,2008-08-30 08:10:00,0
secom_0571,2008-08-30 08:29:00,0
secom_0572,2008-08-30 08:42:00,0
secom_0573,2008-08-30 08:53:00,0
secom_0574,2008-08-30 09:13:00,0
secom_0575,2008-08-30 09:37:00,0
secom_0576,2008-08-30 09:45:00,1
secom_0577,2008-08-30 10:15:00,0
secom_0578,2008-08-30 10:16:00,0
secom_0579,2008-08-30 11:12:00,0
secom_0580,2008-08-30 11:14:00,0
secom_0581,2008-08-30 11:18:00,0
secom_0582,2008-08-30 11:57:00,0
secom_0583,2008-08-30 14:10:00,1
secom_0584,2008-08-30 14:23:00,0
secom_0585,2008-08-30 14:37:00,0
secom_0586,2008-08-30 15:06:00,0
secom_0587,2008-08-30 15:16:00,0
secom_0588,2008-08-30 15:37:00,0
secom_0589,2008-08-30 15:50:00,0
secom_0590,2008-08-30 15:57:00,0
secom_0591,2008-08-30 16:24:00,0
secom_0592,2008-08-30 17:05:00,0
secom_0593,2008-08-30 17:49:00,0
secom_0594,2008-08-30 19:21:00,0
secom_0595,2008-08-30 19:27:00,0
secom_0596,2008-08-30 20:11:00,0
secom_0597,2008-08-30 20:53:00,0
secom_0598,2008-08-30 21:53:00,0
secom_0599,2008-08-30 23:51:00,0
secom_0600,2008-08-31 02:57:00,0
secom_0601,2008-08-31 04:46:00,1
secom_0602,2008-08-31 05:05:00,0
secom_0603,2008-08-31 09:11:00,0
secom_0604,2008-08-31 10:36:00,0
secom_0605,2008-08-31 10:59:00,1
secom_0606,2008-08-31 10:59:00,0
secom_0607,2008-08-31 11:03:00,0
secom_0608,2008-08-31 15:09:00,0
secom_0609,2008-08-31 15:13:00,0
secom_0610,2008-08-31 16:32:00,0
secom_0611,2008-08-31 20:24:00,0
secom_0612,2008-08-31 21:04:00,0
secom_0613,2008-08-31 21:46:00,0
secom_0614,2008-08-31 21:58:00,0
secom_0615,2008-08-31 22:32:00,0
secom_0616,2008-08-31 22:48:00,0
secom_0617,2008-08-31 22:57:00,0
secom_0618,2008-09-01 00:01:00,0
secom_0619,2008-09-01 00:39:00,0
secom_0620,2008-09-01 00:45:00,0
secom_0621,2008-09-01 00:53:00,0
secom_0622,2008-09-01 05:29:00,0
secom_0623,2008-09-01 05:32:00,0
secom_0624,2008-09-01 06:12:00,0
secom_0625,2008-09-01 06:21:00,0
secom_0626,2008-09-01 06:52:00,0
secom_0627,2008-09-01 08:18:00,0
secom_0628,2008-09-01 09:06:00,0
secom_0629,2008-09-01 09:19:00,0
secom_0630,2008-09-01 09:54:00,0
secom_0631,2008-09-01 10:57:00,0
secom_0632,2008-09-01 11:40:00,0
secom_0633,2008-09-01 16:20:00,0
secom_0634,2008-09-01 19:54:00,1
secom_0635,2008-09-01 20:51:00,0
secom_0636,2008-09-01 22:05:00,0
secom_0637,2008-09-01 23:05:00,0
secom_0638,2008-09-01 23:19:00,0
secom_0639,2008-09-01 23:24:00,0
secom_0640,2008-09-01 23:28:00,0
secom_0641,2008-09-01 23:39:00,0
secom_0642,2008-09-01 23:45:00,0
secom_0643,2008-09-01 23:59:00,0
secom_0644,2008-09-02 00:26:00,0
secom_0645,2008-09-02 00:31:00,0
secom_0646,2008-09-02 00:46:00,0
secom_0647,2008-09-02 01:09:00,0
secom_0648,2008-09-02 01:10:00,0
secom_0649,2008-09-02 01:10:00,0
secom_0650,2008-09-02 01:36:00,0
secom_0651,2008-09-02 01:50:00,0
secom_0652,2008-09-02 02:02:00,0
secom_0653,2008-09-02 02:11:00,0
secom_0654,2008-09-02 02:50:00,0
secom_0655,2008-09-02 02:52:00,0
secom_0656,2008-09-02 03:33:00,0
secom_0657,2008-09-02 03:35:00,0
secom_0658,2008-09-02 03:35:00,0
secom_0659,2008-09-02 04:19:00,0
secom_0660,2008-09-02 04:22:00,0
secom_0661,2008-09-02 05:46:00,0
secom_0662,2008-09-02 06:03:00,0
secom_0663,2008-09-02 06:19:00,0
secom_0664,2008-09-02 06:32:00,0
